x,y,coral,ship,oil,metal,helium,species
25,63,0.8170315566736709,0.0,0.0,0.0,0.0,0.3197003442593682
25,64,0.064361218779687,0.0,25.0,0.0,0.0,0.3216625744017782
25,65,0.1575585774863743,0.0,25.0,0.0,0.0,0.1276856283923103
25,66,1.010938411000445,0.0,0.0,0.0,0.0,0.8141728065148358
25,67,1.8399072359518,0.0,0.0,0.0,0.0,1.717762521144539
25,68,1.882314937665769,0.0,0.0,0.0,0.0,1.819620492811297
25,69,1.099172070759665,0.0,0.0,0.0,0.0,1.0797112857133395
25,70,0.2104965754185886,0.0,25.0,0.0,0.0,0.2172921707574411
25,71,,0.0,25.0,0.0,0.0,0.0489453353870998
25,72,0.0,0.0,0.0,0.0,0.0,0.737399386132376
25,73,0.0,0.0,0.0,0.0,0.0,1.6417775200201994
25,74,0.0,0.0,,0.0,0.0,1.9069559668562692
25,75,0.0,0.0,0.0,0.0,0.0,1.2501768182262398
25,76,,0.0,0.0,0.0,0.0,0.2216997170048689
25,77,0.0,0.0,25.0,0.0,0.0,0.3001616126066904
25,78,0.0,0.0,0.0,0.0,0.0,0.0846265046498551
25,79,0.0,,0.0,0.0,0.0,0.9314319630918776
25,80,0.0,0.0,,0.0,0.0,1.3613482030242066
25,81,0.0,0.0,0.0,0.0,0.0,0.0
25,82,0.0,0.0,0.0,0.0,0.0,0.0
25,83,0.0,,25.0,0.0,0.0,0.0
25,84,0.0,0.0,25.0,0.0,0.0,0.0
25,85,0.0,0.0,,0.0,0.0,0.0
25,86,0.0,,0.0,0.0,0.8,0.0
25,87,0.0,0.0,0.0,0.0,0.8,0.0
25,88,0.0,0.0,0.0,0.0,0.8,
25,89,0.0,0.0,25.0,0.0,0.0,0.0
25,90,,0.0,25.0,0.0,0.0,0.0
25,91,0.0,0.0,0.0,0.0,0.0,0.0
25,92,0.0,0.0,0.0,0.0,0.0,0.0
25,93,,0.0,0.0,0.0,0.0,0.0
25,94,,0.0,0.0,0.0,0.0,0.0
25,95,0.0,0.0,0.0,0.0,0.0,0.0
25,96,0.0,0.0,,0.0,0.0,0.0
25,97,0.0,0.0,0.0,0.0,0.0,0.0
25,98,0.0,0.0,0.0,0.0,0.0,0.0
25,99,0.0,0.0,0.0,0.0,0.0,0.0
26,0,0.0,0.0,0.0,0.0,0.0,0.0
26,1,0.0,0.0,26.0,0.0,0.0,0.0
26,2,0.0,0.0,26.0,0.0,0.0,0.0
26,3,0.0,0.0,0.0,0.0,0.0,0.0
26,4,0.0,0.0,,0.0,0.0,0.0
26,5,0.0,0.0,0.0,0.0,0.0,1.3262156051178349
26,6,0.0,0.0,0.0,0.0,0.0,0.1922367953624127
26,7,0.0,0.0,26.0,0.0,0.0,1.634519893424386
26,8,0.0,0.0,26.0,0.0,,1.7824763061912985
26,9,0.0,0.0,0.0,0.0,0.0,0.4607519857807257
26,10,0.0,0.0,0.0,0.0,0.0,1.2742152680350076
26,11,0.0,0.0,0.0,0.0,0.0,1.9933771257076505
26,12,0.0,0.0,0.0,0.0,0.0,1.0916611459570924
26,13,0.0,0.0,0.0,0.0,0.0,0.695359355458934
26,14,0.0,0.0,26.0,0.0,0.0,1.9017500402108287
26,15,0.0,0.0,26.0,0.0,0.0,1.5539671375483477
26,16,0.0,0.0,0.0,0.0,0.0,0.02983080383951
26,17,0.0,0.0,0.0,0.0,0.0,1.5311725990532723
26,18,0.0,0.0,0.0,0.0,0.0,1.7462568120223283
26,19,0.0,0.0,0.0,0.0,0.0,0.5680659085358769
26,20,0.0,0.0,26.0,0.0,0.0,0.9793122649868848
26,21,0.0,0.0,26.0,0.0,0.0,
26,22,0.0,0.0,0.0,0.0,0.0,0.9647838330138564
26,23,0.0,0.0,0.0,0.0,0.0,0.3903049572435049
26,24,0.0,0.0,0.0,0.0,0.0,1.2893324803744992
26,25,0.0,0.0,0.0,0.0,0.0,1.0847831054201804
26,26,0.0,0.0,26.0,0.0,0.0,0.0859799250519622
26,27,0.0,0.0,26.0,0.0,0.0,0.8109355419894596
26,28,0.0,0.0,0.0,0.0,0.0,0.9312677714017632
26,29,0.0,0.0,0.0,0.0,0.0,0.3362083553914737
26,30,0.0,0.0,0.0,0.0,0.0,0.3547590790258453
26,31,0.0,0.0,0.0,0.0,0.0,
26,32,,0.0,26.0,0.0,0.0,0.3153704750061166
26,33,0.0,0.0,26.0,0.0,0.0,0.0589059504710851
26,34,0.0,0.0,0.0,0.0,0.0,0.1783700316296618
26,35,0.0,0.0,0.0,0.0,0.0,0.0590576545900637
26,36,0.0,0.0,0.0,0.0,0.0,0.0106558384146714
26,37,0.0,0.0,0.0,0.0,0.0,0.138636414563253
26,38,0.0,0.0,0.0,0.0,0.0,0.3272532206475017
26,39,0.0,0.0,26.0,0.0,0.0,0.2215805816297731
26,40,0.0,0.0,26.0,0.0,0.0,0.2460776783572743
26,41,0.0,0.0,0.0,0.0,0.0,0.698848875667484
26,42,0.0,0.0,0.0,0.0,0.0,0.6242962523746871
26,43,0.0,0.0,0.0,0.0,0.0,0.0865438445514483
26,44,0.0,0.0,0.0,0.0,0.0,0.9136327057650874
26,45,0.0,0.0,26.0,0.0,0.0,1.0917748043095237
26,46,0.0,0.0,26.0,0.0,0.0,0.3175061371506102
26,47,0.0,0.0,0.0,,0.0,0.8732650603585308
26,48,0.0,0.0,0.0,0.0,0.0,1.473720214595056
26,49,1.802291028291037,0.0,,0.0,,0.8696730649527701
26,50,1.1109132292354935,0.0,0.0,,0.0,0.5518761194986265
26,51,0.1783091996881902,0.0,26.0,0.0,0.0,1.6396589636159389
26,52,0.1380892165089203,0.0,26.0,0.0,0.0,1.4266623415399795
26,53,0.4526132253497308,0.0,0.0,0.0,0.0,0.0041706736961981
26,54,1.4073274243831813,0.0,,0.0,0.0,1.516483236850502
26,55,,,,,,
26,56,,,,,,
26,57,,,,,,
26,58,,,,,,
26,59,,,,,,
26,60,,,,,,
26,61,,,,,,
26,62,,,,,,
26,63,,,,,,
26,64,,,,,,
26,65,,,,,,
26,66,0.8750895295555318,0.0,0.0,0.0,0.0,0.7444330899164698
26,67,1.7040583545068873,0.0,0.0,0.0,0.0,0.8423939403847164
26,68,1.7464660562208565,0.0,0.0,0.0,0.0,1.651928948649939
26,69,0.9633231893147522,0.0,0.0,0.0,0.0,1.103466830981869
26,70,0.0746476939736758,0.0,26.0,0.0,0.0,0.2486969483891684
26,71,0.1025162777228096,0.0,,0.0,0.0,1.2602207225475412
26,72,0.5947150127695287,0.0,0.0,0.0,0.0,1.1790281039990465
26,73,0.0,0.0,0.0,0.0,0.0,0.2111276222521092
26,74,0.0,0.0,0.0,0.0,0.0,0.7615522136397446
26,75,0.0,0.0,0.0,0.0,0.0,0.9863865960468208
26,76,0.0,0.0,26.0,0.0,0.0,
26,77,0.0,0.0,26.0,0.0,0.0,0.3067547592862559
26,78,0.0,0.0,0.0,0.0,0.0,0.6157440884836201
26,79,0.0,0.0,0.0,0.0,0.0,0.3803210386083923
26,80,0.0,0.0,0.0,0.0,0.0,
26,81,0.0,0.0,0.0,0.0,0.0,0.0
26,82,0.0,0.0,0.0,0.0,0.0,0.0
26,83,0.0,0.0,26.0,0.0,0.0,0.0
26,84,0.0,0.0,26.0,0.0,0.0,0.0
26,85,0.0,0.0,0.0,0.0,0.0,0.0
26,86,0.0,0.0,0.0,0.0,0.0,0.0
26,87,0.0,0.0,0.0,0.0,0.8,0.0
26,88,0.0,0.0,0.0,0.0,0.0,0.0
26,89,0.0,0.0,26.0,0.0,0.0,0.0
26,90,0.0,0.0,26.0,0.0,0.0,0.0
26,91,0.0,0.0,0.0,0.0,0.0,0.0
26,92,0.0,0.0,0.0,0.0,0.0,0.0
26,93,0.0,0.0,0.0,0.0,0.0,0.0
26,94,,0.0,0.0,0.0,0.0,0.0
26,95,0.0,0.0,26.0,0.0,0.0,0.0
26,96,0.0,0.0,26.0,0.0,0.0,0.0
26,97,0.0,0.0,0.0,0.0,0.0,0.0
26,98,0.0,0.0,0.0,0.0,0.0,0.0
26,99,0.0,0.0,0.0,0.0,0.0,0.0
27,0,0.0,0.0,0.0,0.0,0.0,0.0
27,1,0.0,0.0,27.0,0.0,0.0,0.0
27,2,0.0,0.0,27.0,0.0,0.0,0.0
27,3,0.0,0.0,0.0,0.0,0.0,0.0
27,4,0.0,0.0,,0.0,0.0,0.0
27,5,0.0,0.0,0.0,0.0,0.0,1.9550121098043236
27,6,0.0,0.0,0.0,,0.0,0.0729332688611147
27,7,0.0,0.0,27.0,0.0,0.0,1.532431488853064
27,8,0.0,0.0,27.0,0.0,0.0,0.2713731626536682
27,9,0.0,,27.0,0.0,0.0,0.0438237906533676
27,10,0.0,0.0,0.0,0.0,0.0,0.4403608397431351
27,11,0.0,0.0,0.0,0.0,0.0,1.1192002714493192
27,12,0.0,0.0,0.0,0.0,0.0,1.4513030959358102
27,13,0.0,0.0,27.0,0.0,0.0,1.0738334707151176
27,14,0.0,0.0,27.0,0.0,0.0,1.5234148670192966
27,15,0.0,0.0,27.0,0.0,0.0,0.3146860970168754
27,16,0.0,0.0,0.0,0.0,0.0,
27,17,0.0,0.0,0.0,0.0,0.0,
27,18,0.0,0.0,0.0,0.0,0.0,1.3352205288748251
27,19,0.0,0.0,0.0,0.0,0.0,0.4556266754461435
27,20,0.0,,,0.0,0.0,1.8509609001897385
27,21,0.0,0.0,27.0,0.0,0.0,0.8940979748300386
27,22,0.0,0.0,0.0,0.0,0.0,0.9804292301441396
27,23,0.0,0.0,0.0,0.0,0.0,0.3359915076885378
27,24,0.0,0.0,0.0,0.0,0.0,0.2321157651552576
27,25,0.0,0.0,0.0,0.0,0.0,1.0360697681263138
27,26,0.0,0.0,27.0,0.0,,0.6171180640645593
27,27,0.0,0.0,27.0,0.0,0.0,1.945071508891203
27,28,0.0,0.0,0.0,0.0,0.0,0.1613265234446738
27,29,0.0,0.0,0.0,0.0,0.0,1.3997857993963474
27,30,0.0,0.0,0.0,0.0,0.0,0.1256822252427096
27,31,0.0,0.0,0.0,,0.0,0.1717371823245315
27,32,0.0,0.0,27.0,0.0,,0.4466506786658819
27,33,0.0,0.0,27.0,0.0,0.0,1.3507656590039547
27,34,0.0,0.0,27.0,0.0,0.0,1.322164024328758
27,35,0.0,0.0,0.0,0.0,0.0,1.2424161431395109
27,36,0.0,0.0,,0.0,0.0,1.3091217976090803
27,37,0.0,0.0,0.0,0.0,0.0,0.3561117196238269
27,38,0.0,0.0,0.0,0.0,0.0,0.0296384884738039
27,39,0.0,0.0,27.0,0.0,0.0,0.1199899549330441
27,40,,0.0,27.0,0.0,0.0,1.5048598777509996
27,41,0.0,0.0,0.0,0.0,0.0,0.2412797606999692
27,42,0.0,0.0,0.0,0.0,0.0,1.909922303917812
27,43,0.0,0.0,0.0,0.0,0.0,0.6512553452257394
27,44,0.0,0.0,0.0,0.0,0.0,0.9056292376863492
27,45,0.0,0.0,27.0,0.0,0.0,0.1515880724519972
27,46,0.0,0.0,27.0,0.0,0.0,0.4224554012687435
27,47,0.0,0.0,0.0,0.0,0.0,1.1029520867120497
27,48,0.2204409191630331,0.0,0.0,0.0,0.0,0.8611509226080953
27,49,0.034942927727228,0.0,0.0,,0.0,1.8788544105113767
27,50,0.7263207267827712,0.0,0.0,0.0,0.0,0.3710376585149387
27,51,1.6589247563300746,0.0,27.0,0.0,0.0,1.2252421800818272
27,52,1.9753231725271851,0.0,27.0,0.0,0.0,0.0289334040415996
27,53,,,,,,
27,54,,,,,,
27,55,,,,,,
27,56,,,,,,
27,57,,,,,,
27,58,,,,,,
27,59,,,,,,
27,60,,,,,,
27,61,,,,,,
27,62,,,,,,
27,63,,,,,,
27,64,,,,,,
27,65,,,,,,
27,66,,,,,,
27,67,,,,,,
27,68,0.0907678997974086,0.0,0.0,0.0,0.0,0.6399716626593787
27,69,0.8739107667035126,0.0,0.0,0.0,0.0,1.114152750832195
27,70,1.762586262044589,0.0,27.0,0.0,0.0,1.0998429807605534
27,71,1.9397502337410744,0.0,27.0,0.0,0.0,1.7599759575171396
27,72,1.2425189432487362,0.0,0.0,0.0,0.0,0.5447635488141185
27,73,0.3119236235993923,0.0,0.0,0.0,,1.0190968031134902
27,74,0.0,0.0,0.0,,0.0,0.0134533966609284
27,75,0.0,0.0,0.0,0.0,0.0,0.6289162176547174
27,76,0.0,0.0,27.0,0.0,0.0,0.2916024810276568
27,77,0.0,0.0,,0.0,0.0,1.7417955650056427
27,78,0.0,0.0,27.0,0.0,0.0,0.937993667942577
27,79,0.0,0.0,0.0,,0.0,1.4341306729435617
27,80,0.0,0.0,0.0,0.0,0.0,0.8394585051132758
27,81,0.0,0.0,0.0,0.0,0.0,0.2698999305496564
27,82,0.0,0.0,,0.0,0.0,0.0
27,83,0.0,0.0,27.0,0.0,0.0,0.0
27,84,0.0,0.0,,0.0,0.0,0.0
27,85,0.0,0.0,0.0,0.0,0.0,0.0
27,86,0.0,0.0,0.0,0.0,0.0,0.0
27,87,0.0,0.0,0.0,,0.0,0.0
27,88,0.0,0.0,0.0,0.0,0.0,
27,89,0.0,0.0,27.0,0.0,0.0,0.0
27,90,0.0,0.0,27.0,0.0,0.0,0.0
27,91,0.0,0.0,0.0,0.0,0.0,0.0
27,92,0.0,0.0,0.0,0.0,0.0,0.0
27,93,0.0,0.0,0.0,0.0,0.0,0.0
27,94,0.0,0.0,0.0,0.0,0.0,0.0
27,95,,0.0,27.0,0.0,0.0,0.0
27,96,0.0,0.0,27.0,0.0,0.0,0.0
27,97,0.0,0.0,27.0,0.0,0.0,0.0
27,98,0.0,0.0,0.0,0.0,0.0,0.0
27,99,0.0,0.0,0.0,0.0,0.0,0.0
28,0,0.0,,0.0,0.0,0.0,0.0
28,1,0.0,0.0,28.0,0.0,0.0,0.0
28,2,0.0,0.0,28.0,0.0,0.0,
28,3,0.0,0.0,0.0,,,0.0
28,4,0.0,0.0,0.0,0.0,0.0,0.0
28,5,0.0,0.0,0.0,0.0,0.0,1.1567378486674067
28,6,0.0,0.0,0.0,0.0,0.0,0.3545515890972791
28,7,,0.0,28.0,,0.0,0.9994530564643056
28,8,1.161134981336032,0.0,28.0,0.0,0.0,0.405173895038812
28,9,0.583895219954407,0.0,28.0,0.0,0.0,1.1943305951840275
28,10,0.3722443761767194,0.0,0.0,0.0,0.0,1.4657606907686855
28,11,0.8282134718380532,0.0,0.0,0.0,0.0,0.0076584628825112
28,12,0.3647961832877846,0.0,0.0,0.0,0.0,1.5252820536894638
28,13,0.5919437715392912,0.0,28.0,0.0,0.0,1.331309721342599
28,14,1.1623840904075209,0.0,28.0,0.0,0.0,0.2251739050563937
28,15,0.8220645748697671,0.0,28.0,0.0,0.0,1.2127666153556254
28,16,0.1161265819524149,,0.0,0.0,0.0,0.605360603392497
28,17,0.7896207571669065,0.0,0.0,0.0,0.0,0.912703774062438
28,18,0.5792105120590259,0.0,0.0,0.0,0.0,0.5272756768909967
28,19,0.3216539443756027,0.0,0.0,0.0,0.0,0.3295086472128855
28,20,1.084721985440278,0.0,28.0,0.0,0.0,1.612152956959823
28,21,1.0084323732487064,0.0,,0.0,0.0,0.0300813841696341
28,22,0.1629254254222464,0.0,0.0,0.0,0.0,0.9605932696927056
28,23,0.6744436694625203,0.0,0.0,0.0,0.0,1.8458694590595344
28,24,0.7338016272939735,0.0,0.0,0.0,0.0,0.049513147983269
28,25,0.0394249846148772,0.0,0.0,0.0,0.0,0.9714560759785156
28,26,0.934335185192253,0.0,28.0,0.0,0.0,1.4229204335734966
28,27,1.1281526631171532,0.0,28.0,0.0,0.0,0.5241436166519602
28,28,0.4426825230205193,0.0,28.0,0.0,0.0,0.4426825230205193
28,29,0.4918571495003172,0.0,0.0,0.0,0.0,
28,30,,0.0,0.0,0.0,0.0,1.3552668789952331
28,31,0.2322609106104147,0.0,0.0,0.0,0.0,0.2014422493579266
28,32,0.7232034159543409,0.0,28.0,0.0,0.0,0.2470150609656238
28,33,1.1716885948199174,0.0,28.0,0.0,0.0,1.931601375343046
28,34,0.7008594208326742,0.0,28.0,0.0,0.0,0.4661751575702697
28,35,0.2564059347835007,0.0,0.0,0.0,0.0,0.5562098929298046
28,36,0.8200021187304655,0.0,0.0,0.0,0.0,1.89168512044616
28,37,0.4717613986443492,0.0,0.0,0.0,0.0,0.1045794077159902
28,38,0.0,0.0,28.0,0.0,0.0,0.2440098217454521
28,39,0.0,0.0,28.0,0.0,0.0,1.2560206818250343
28,40,,0.0,28.0,0.0,0.0,0.7228959933883243
28,41,0.0,0.0,0.0,0.0,0.0,0.4080752135962778
28,42,0.0,0.0,0.0,0.0,0.0,0.4140554148581854
28,43,0.0,0.0,0.0,0.0,0.0,1.549675892447015
28,44,0.0,0.0,0.0,0.0,0.0,0.8973475085448908
28,45,0.0,0.0,28.0,0.0,0.0,
28,46,0.0,,28.0,0.0,0.0,1.900384813511213
28,47,0.2953498574578743,0.0,0.0,0.0,0.0,0.8233336615201619
28,48,0.5964779266110165,0.0,0.0,0.0,0.0,0.0561449235858799
28,49,0.7819759180468215,0.0,,0.0,0.0,1.593989621734884
28,50,0.0905981189912784,0.0,0.0,0.0,0.0,0.1458172857196216
28,51,,,,,,
28,52,,,,,,
28,53,,,,,,
28,54,,,,,,
28,55,,,,,,
28,56,,,,,,
28,57,,,,,,
28,58,,,,,,
28,59,,,,,,
28,60,,,,,,
28,61,,,,,,
28,62,,,,,,
28,63,,,,,,
28,64,,,,,,
28,65,,,,,,
28,66,,,,,,
28,67,,,,,,
28,68,,,,,,
28,69,,,,,,
28,70,0.9456674162705394,0.0,28.0,0.0,0.0,
28,71,1.1228313879670249,0.0,,0.0,0.0,0.1419384473313365
28,72,0.4256000974746866,0.0,28.0,,,0.8734859415447431
28,73,0.5049952221746573,0.0,0.0,0.0,0.0,1.060637417906722
28,74,,0.0,0.0,0.0,0.0,0.8657865499460542
28,75,0.0,0.0,0.0,,,0.2337088894903206
28,76,0.0,0.0,28.0,0.0,0.0,0.1501252682544376
28,77,0.0,0.0,28.0,0.0,0.0,1.6463015493405802
28,78,0.0,0.0,28.0,0.0,0.0,0.3152302973044776
28,79,0.0,0.0,0.0,0.0,0.0,0.5055083611675437
28,80,0.0,0.0,0.0,0.0,0.0,1.9929014488962744
28,81,,0.0,0.0,0.0,0.0,0.3438021297769438
28,82,0.0,0.0,,0.0,0.0,0.0
28,83,0.0,0.0,28.0,0.0,0.0,0.0
28,84,0.0,0.0,28.0,0.0,0.0,0.0
28,85,0.0,,0.0,,0.0,0.0
28,86,0.0,0.0,0.0,0.0,0.0,0.0
28,87,0.0,0.0,0.0,0.0,0.0,0.0
28,88,0.0,0.0,0.0,0.0,0.0,0.0
28,89,0.0,0.0,28.0,0.0,0.0,0.0
28,90,0.0,0.0,28.0,0.0,0.0,0.0
28,91,0.0,0.0,0.0,0.0,0.0,0.0
28,92,0.0,0.0,0.0,0.0,,0.0
28,93,0.0,0.0,0.0,0.0,0.0,0.0
28,94,0.0,0.0,0.0,0.0,0.0,0.0
28,95,,0.0,28.0,0.0,0.0,0.0
28,96,0.0,0.0,28.0,0.0,0.0,0.0
28,97,0.0,0.0,28.0,0.0,0.0,0.0
28,98,0.0,,0.0,0.0,0.0,0.0
28,99,0.0,0.0,0.0,0.0,0.0,0.0
29,0,0.0,0.0,29.0,0.0,0.0,0.0
29,1,0.0,0.0,29.0,0.0,0.0,0.0
29,2,0.0,0.0,29.0,0.0,0.0,0.0
29,3,0.0,,29.0,0.0,0.0,0.0
29,4,0.0,0.0,0.0,0.0,0.0,0.0
29,5,0.0,0.0,0.0,0.0,0.0,0.0750609009546382
29,6,0.0,0.0,0.0,0.0,0.0,0.6301846114080565
29,7,0.0,0.0,29.0,0.0,0.0,0.297914177647136
29,8,1.573615993189508,0.0,,0.0,0.0,1.877341016405131
29,9,0.9963762318078828,0.0,,0.0,0.0,0.5573334880252538
29,10,0.0402366356767563,0.0,0.0,0.0,0.0,0.018407815877374
29,11,0.4157324599845773,0.0,0.0,0.0,0.0,0.8719966204492253
29,12,0.0476848285656912,0.0,0.0,0.0,0.0,1.2904949764373952
29,13,1.004424783392767,0.0,29.0,0.0,0.0,1.42012759594996
29,14,1.5748651022609963,0.0,29.0,0.0,0.0,0.2484733628433874
29,15,1.234545586723243,0.0,29.0,0.0,0.0,0.7606451238152271
29,16,0.2963544299010608,0.0,0.0,0.0,0.0,0.2891234821934692
29,17,0.3771397453134306,0.0,0.0,0.0,0.0,1.9350532589746008
29,18,0.16672950020555,0.0,0.0,0.0,0.0,0.1286870101709243
29,19,0.7341349562290785,0.0,29.0,0.0,0.0,0.1925609264009807
29,20,1.497202997293754,0.0,29.0,0.0,0.0,0.5455978460556103
29,21,1.4209133851021822,0.0,29.0,0.0,0.0,1.7286877587532188
29,22,0.5754064372757223,0.0,29.0,0.0,0.0,0.9760865931241708
29,23,0.2619626576090444,0.0,0.0,0.0,0.0,0.2911572502868798
29,24,0.3213206154404976,0.0,0.0,0.0,0.0,0.7687814216109775
29,25,0.4519059964683531,0.0,0.0,0.0,0.0,0.8920788665888251
29,26,1.3468161970457289,0.0,29.0,0.0,0.0,1.762400690084044
29,27,1.5406336749706293,0.0,29.0,0.0,0.0,0.2202240132211231
29,28,0.8551635348739952,0.0,29.0,0.0,0.0,0.372431514999239
29,29,,0.0,0.0,0.0,0.0,0.0793761376468413
29,30,0.4037738775267356,0.0,0.0,0.0,0.0,1.9636741639800688
29,31,0.1802201012430611,0.0,0.0,0.0,0.0,0.4713781046058605
29,32,1.1356844278078166,0.0,29.0,0.0,0.0,0.2173465344435458
29,33,1.5841696066733937,,29.0,0.0,0.0,0.6243184488422591
29,34,1.11334043268615,0.0,29.0,0.0,0.0,1.425093791714902
29,35,0.1560750770699751,0.0,0.0,0.0,0.0,1.3931249666815722
29,36,0.4075211068769896,,,0.0,0.0,0.4441252567880832
29,37,0.0592803867908733,0.0,0.0,,0.0,0.4979486294496981
29,38,0.8806263252755115,0.0,29.0,0.0,0.0,0.4691036672287331
29,39,0.0,0.0,29.0,0.0,0.0,1.963440437060706
29,40,0.0,0.0,29.0,0.0,0.0,0.0150013919178825
29,41,0.0,0.0,0.0,0.0,0.0,0.065936507607412
29,42,0.0,0.0,0.0,0.0,0.0,0.3250789409173804
29,43,0.0,0.0,0.0,0.0,0.0,1.8093270949137668
29,44,0.0,0.0,29.0,0.0,0.0,0.8887901136913892
29,45,0.0,0.0,29.0,0.0,,0.5252077198295049
29,46,1.4860460942149354,0.0,29.0,0.0,0.0,0.5179785572576423
29,47,0.7078308693113502,0.0,29.0,0.0,0.0,1.0234925347907762
29,48,0.1839969147575406,0.0,0.0,0.0,0.0,1.7308278555204468
29,49,0.3694949061933457,0.0,0.0,0.0,0.0,0.4135518132136369
29,50,,,,,,
29,51,,,,,,
29,52,,,,,,
29,53,,,,,,
29,54,,,,,,
29,55,,,,,,
29,56,,,,,,
29,57,,,,,,
29,58,,,,,,
29,59,,,,,,
29,60,,,,,,
29,61,,,,,,
29,62,,,,,,
29,63,,,,,,
29,64,,,,,,
29,65,,,,,,
29,66,,,,,,
29,67,,,,,,
29,68,,,,,,
29,69,,,,,,
29,70,,,,,,
29,71,1.535312399820501,0.0,29.0,0.0,0.0,0.6422039437070448
29,72,0.8380811093281624,0.0,29.0,0.0,0.0,
29,73,0.0925142103211814,0.0,0.0,0.0,0.0,0.2307508037018037
29,74,0.4008885139021212,0.0,0.0,0.0,0.0,1.942753653172299
29,75,0.1964761111566957,0.0,0.0,0.0,0.0,0.1373864451976928
29,76,0.0,0.0,29.0,0.0,0.0,0.738003155501275
29,77,0.0,0.0,29.0,0.0,0.0,0.2171766039519266
29,78,0.0,0.0,29.0,0.0,0.0,1.5125589110719109
29,79,0.0,0.0,0.0,0.0,0.0,1.1557603709309752
29,80,0.0,0.0,0.0,0.0,0.0,0.927762264739471
29,81,0.0,0.0,0.0,0.0,0.0,0.0171729787313167
29,82,0.0,0.0,29.0,0.0,0.0,0.6695897686119322
29,83,0.0,0.0,29.0,0.0,0.0,0.0
29,84,0.0,0.0,29.0,0.0,0.0,0.0
29,85,0.0,0.0,0.0,0.0,0.0,0.0
29,86,0.0,0.0,0.0,0.0,0.0,0.0
29,87,0.0,0.0,0.0,0.0,0.0,0.0
29,88,0.0,0.0,29.0,0.0,0.0,0.0
29,89,0.0,0.0,29.0,0.0,0.0,0.0
29,90,0.0,0.0,29.0,0.0,0.0,0.0
29,91,0.0,0.0,29.0,0.0,0.0,0.0
29,92,0.0,0.0,0.0,0.0,0.0,0.0
29,93,0.0,0.0,,0.0,0.0,0.0
29,94,0.0,0.0,0.0,0.0,0.0,0.0
29,95,0.0,0.0,29.0,0.0,0.0,0.0
29,96,0.0,0.0,29.0,0.0,0.0,0.0
29,97,0.0,0.0,,0.0,0.0,0.0
29,98,0.0,0.0,0.0,0.0,0.0,0.0
29,99,,0.0,0.0,0.0,0.0,0.0
30,0,0.0,0.0,30.0,0.0,0.0,0.0
30,1,0.0,0.0,30.0,0.0,0.0,0.0
30,2,0.0,0.0,30.0,0.0,0.0,0.0
30,3,0.0,0.0,30.0,0.0,0.0,0.0
30,4,0.0,0.0,0.0,0.0,0.0,0.0
30,5,0.0,0.0,0.0,0.0,0.0,0.2596734681847633
30,6,0.0,0.0,0.0,0.0,,0.877875567256784
30,7,0.0,0.0,30.0,0.0,0.0,0.2268908744635827
30,8,1.05560494882654,0.0,30.0,0.0,0.0,1.3151395521585298
30,9,0.4783651874449147,0.0,30.0,0.0,0.0,1.3965004358742614
30,10,,,,,,
30,11,,,,,,
30,12,,,,,,
30,13,,,,,,
30,14,,,,,,
30,15,,,,,,
30,16,,,,,,
30,17,,,,,,
30,18,,,,,,
30,19,,,,,,
30,20,,,,,,
30,21,,,,,,
30,22,,,,,,
30,23,,,,,,
30,24,,,,,,
30,25,,,,,,
30,26,,,,,,
30,27,,,,,,
30,28,,,,,,
30,29,,,,,,
30,30,,,,,,
30,31,,,,,,
30,32,,,,,,
30,33,,,,,,
30,34,,,,,,
30,35,0.3619359672929929,0.0,0.0,0.0,,0.3314464327370078
30,36,0.9255321512399576,0.0,,0.0,0.0,0.232032136171465
30,37,0.5772914311538414,0.0,0.0,0.0,0.0,1.1687831702171891
30,38,0.3626152809125434,0.0,30.0,,0.0,0.6254177555261491
30,39,1.030042088487246,0.0,30.0,0.0,0.0,1.204666666059493
30,40,0.0,0.0,30.0,0.0,0.0,1.7412089829981516
30,41,0.0,0.0,30.0,0.0,0.0,0.0921954988791322
30,42,0.0,0.0,0.0,0.0,0.0,1.8921243958885383
30,43,0.0,0.0,0.0,0.0,0.0,1.1991782201827286
30,44,0.0,0.0,30.0,0.0,0.0,0.879959734865388
30,45,0.0,0.0,30.0,0.0,0.0,1.484316036752986
30,46,0.9680350498519672,,30.0,0.0,0.0,0.2349401346622295
30,47,0.1898198249483821,0.0,30.0,0.0,0.0,0.7155639968898923
30,48,,0.0,0.0,0.0,0.0,0.3602826830535027
30,49,,,,,,
30,50,,,,,,
30,51,,,,,,
30,52,,,,,,
30,53,,,,,,
30,54,,,,,,
30,55,,,,,,
30,56,,,,,,
30,57,,,,,,
30,58,,,,,,
30,59,,,,,,
30,60,,,,,,
30,61,,,,,,
30,62,,,,,,
30,63,,,,,,
30,64,,,,,,
30,65,,,,,,
30,66,,,,,,
30,67,,,,,,
30,68,,,,,,
30,69,,,,,,
30,70,,,,,,
30,71,,,,,,
30,72,0.3200700649651944,0.0,30.0,0.0,0.0,0.4082535115721357
30,73,0.6105252546841495,,0.0,0.0,0.0,1.6291297918104046
30,74,0.9188995582650892,0.0,,0.0,0.0,1.4333815629757232
30,75,0.3215349332062723,0.0,,0.0,0.0,0.4262943089085105
30,76,0.0,0.0,30.0,0.0,0.0,
30,77,0.0,0.0,30.0,0.0,0.0,0.4012050006795622
